Choral,Event,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Bass,Meter,PreviousEventClass,Class
000306b_,39,0,0,1,0,0,0,1,0,0,0,0,1,3,1,B_m
000306b_,38,0,1,0,0,1,0,0,0,0,0,1,0,6,1,A#d
012506b_,45,0,0,1,0,0,0,1,0,0,0,0,1,3,1,B_M
015403b_,48,0,0,1,0,0,0,1,0,0,0,0,1,3,1,B_m
015403b_,47,0,1,0,0,1,0,0,0,0,0,1,0,6,1,A#d
000907b_,98,0,0,0,1,0,0,1,0,0,0,0,1,3,2,B_M
000907b_,97,0,1,0,0,1,0,0,1,0,0,1,0,1,2,A#d7
014406b_,80,0,0,1,0,0,0,1,0,0,0,0,1,7,2,B_m
014406b_,78,0,0,1,0,0,0,1,0,0,0,0,1,13,2,B_m
000507b_,16,0,0,1,0,0,0,1,0,0,1,0,0,7,7,D_M
001007b_,57,0,0,1,0,0,1,0,1,0,0,0,1,12,7,G_M
001007b_,34,0,0,1,0,0,1,0,0,0,0,1,0,4,7,BbM
001306b_,5,0,0,1,0,0,1,0,0,0,0,1,0,4,7,BbM
003907b_,76,0,0,1,0,0,0,0,0,0,0,1,0,4,7,BbM
000106b_,147,1,0,0,0,1,0,0,1,0,1,0,0,0,8,A_m
000106b_,38,1,0,0,0,1,0,0,1,0,1,0,0,5,8,A_m
000106b_,87,1,0,0,0,1,0,0,1,0,1,0,0,5,8,A_m
000106b_,148,1,0,1,0,0,1,0,0,0,0,1,0,4,8,BbM
000106b_,39,0,0,1,0,0,1,0,0,0,1,1,0,7,8,C_M7
000106b_,88,0,0,1,0,0,1,0,0,0,1,1,0,7,8,C_M7
000206b_,47,0,1,0,0,1,0,0,1,0,1,0,0,14,3,A_M
000206b_,79,0,0,1,0,0,1,0,0,0,1,0,0,0,3,D_m
000206b_,45,0,0,1,0,0,1,0,0,0,1,0,0,7,3,D_m
000206b_,54,0,0,1,0,0,1,0,0,0,1,0,0,7,3,D_m
000206b_,48,0,0,1,0,0,1,0,0,0,1,0,0,12,3,D_m
000206b_,82,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
000306b_,48,0,1,0,1,0,0,1,0,0,1,0,0,0,3,A_M
000306b_,42,0,1,1,0,0,0,1,0,0,1,0,0,7,3,A_M
000306b_,2,0,0,1,0,0,0,0,0,0,1,0,1,0,3,A_M
000306b_,4,0,0,1,0,1,0,0,0,0,1,0,1,3,3,A_M
000306b_,5,0,1,0,0,1,0,0,0,0,1,0,0,6,3,A_M
000306b_,6,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
000306b_,3,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
000306b_,32,0,1,0,0,0,0,1,0,1,1,0,0,15,3,A_M
000306b_,33,0,1,0,0,0,0,1,0,1,0,0,0,13,3,C#M
000306b_,43,0,0,0,0,1,0,0,0,1,0,0,1,10,3,E_M
000306b_,49,0,0,0,0,1,0,0,0,1,0,0,1,10,3,E_M
000408b_,62,1,0,0,1,0,0,1,0,0,1,0,0,0,8,B_M7
000408b_,61,1,0,0,0,1,0,0,0,0,1,0,0,0,8,A_m
000408b_,60,0,0,0,0,1,0,0,0,0,1,0,1,3,8,A_m
000507b_,5,1,0,0,0,0,0,1,0,0,1,0,0,0,8,A_m
000507b_,6,0,0,1,0,0,0,0,1,0,0,1,0,14,8,G_m
000606b_,47,1,0,0,0,0,0,1,0,0,1,0,0,0,8,D_M7
000707b_,95,1,0,0,0,0,0,1,0,0,1,0,0,0,8,A_m
000707b_,100,0,0,0,0,1,0,0,1,0,1,0,0,0,8,A_m
000707b_,56,0,1,0,0,0,0,0,1,0,1,0,0,6,3,A_M
000707b_,105,0,1,0,0,1,0,0,1,0,1,0,0,14,3,A_M
000707b_,54,0,0,1,0,0,0,0,0,0,1,0,1,6,3,A_M
000707b_,55,0,1,0,0,1,0,0,0,0,1,0,0,3,3,A_M
000707b_,101,0,0,0,1,0,0,1,0,0,0,0,1,3,8,B_M
000707b_,106,0,1,0,0,1,0,1,0,0,1,0,0,13,3,F#m7
000707b_,57,0,0,1,0,0,0,1,0,0,1,0,0,0,3,D_M
000707b_,96,0,0,1,0,0,0,0,1,0,0,0,1,14,8,G_M
000907b_,6,0,1,0,0,1,0,0,0,0,1,0,0,10,3,A_M
000907b_,33,0,1,0,0,1,0,0,0,0,1,0,0,10,3,A_M
000907b_,9,0,1,0,0,0,0,1,0,0,1,0,0,0,3,F#m
000907b_,36,0,1,0,0,0,0,1,0,0,1,0,0,0,3,F#m
000907b_,74,0,0,1,0,0,0,0,0,1,0,0,1,3,3,B_m
000907b_,7,0,0,1,0,1,0,0,0,1,0,0,1,15,3,E_M7
000907b_,34,0,0,1,0,1,0,0,0,1,0,0,1,15,3,E_M7
001106b_,94,1,0,0,0,1,0,1,0,0,0,0,0,13,8,F#m
001106b_,6,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001106b_,46,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001106b_,37,0,0,0,0,1,0,0,0,0,1,0,1,0,3,A_M
001106b_,77,0,0,0,0,1,0,0,0,0,1,0,1,0,3,A_M
001106b_,39,0,1,0,0,1,0,0,1,0,1,0,0,0,3,A_M
001106b_,79,0,1,0,0,1,0,0,1,0,1,0,0,0,3,A_M
001106b_,84,0,1,0,0,1,0,0,1,0,1,0,0,14,3,A_M
001106b_,38,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001106b_,78,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001106b_,83,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001106b_,19,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,59,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,134,0,0,1,0,0,0,1,0,0,1,0,0,13,3,D_M
001106b_,85,0,1,0,0,0,0,1,0,0,1,0,0,13,3,F#m
001106b_,7,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,40,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,47,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,80,0,0,1,0,0,0,1,0,0,1,0,0,7,3,D_M
001106b_,82,0,0,0,0,1,0,0,0,1,1,0,1,0,3,A_M
001606b_,49,1,0,0,0,0,0,1,0,0,1,0,0,0,8,A_m
001606b_,80,1,0,0,0,1,0,0,0,0,1,0,0,0,8,A_m
001606b_,82,1,0,0,0,1,0,0,0,0,1,0,0,5,8,A_m
001606b_,45,1,0,0,0,0,0,0,1,0,1,0,0,0,8,A_m
001606b_,2,1,0,0,0,1,0,0,1,0,1,0,0,14,8,A_m
001606b_,22,1,0,0,0,1,0,0,1,0,1,0,0,14,8,A_m
001606b_,14,1,0,1,0,1,0,0,0,0,0,0,1,3,8,A_m
001606b_,34,1,0,1,0,1,0,0,0,0,0,0,1,3,8,A_m
001606b_,21,1,0,0,0,1,0,0,0,0,1,0,0,0,8,A_m
001606b_,15,1,0,0,0,1,0,0,0,0,1,0,0,5,8,A_m
001606b_,35,1,0,0,0,1,0,0,0,0,1,0,0,5,8,A_m
001606b_,81,1,0,0,0,1,0,0,0,0,1,0,1,5,8,A_m
001606b_,41,1,0,0,0,1,0,0,1,0,0,0,0,5,8,C_M
001606b_,3,1,0,0,0,0,1,0,0,0,1,0,0,12,8,F_M
001606b_,23,1,0,0,0,0,1,0,0,0,1,0,0,12,8,F_M
001606b_,16,0,0,0,0,1,0,0,0,0,1,0,0,0,8,A_m
001606b_,36,0,0,0,0,1,0,0,0,0,1,0,0,0,8,A_m
001606b_,58,0,0,0,0,1,0,0,1,0,0,0,1,10,8,A_m
001606b_,53,0,0,1,0,0,1,0,1,0,0,0,1,14,8,G_M7
001606b_,17,0,0,1,0,0,1,0,0,0,1,0,1,7,8,D_m6
001606b_,37,0,0,1,0,0,1,0,0,0,1,0,1,7,8,D_m6
001606b_,83,0,0,1,0,0,1,0,0,0,1,0,1,7,8,D_m6
001606b_,59,0,0,1,0,0,0,1,0,0,1,0,0,13,8,D_M
001606b_,46,0,0,1,0,0,1,0,0,1,0,0,1,15,8,G#d7
001606b_,50,0,0,0,0,1,0,0,0,1,0,0,1,10,8,E_M
001707b_,12,0,1,0,0,0,0,1,0,0,1,0,0,0,3,A_M
001707b_,34,0,1,0,0,0,0,1,0,0,1,0,0,0,3,A_M
001707b_,73,0,0,0,0,1,0,0,0,0,1,0,1,0,3,A_M
001707b_,11,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
001707b_,23,0,1,0,0,1,0,0,0,0,1,0,0,0,3,A_M
